week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-39,0.12269456214460571,1.0379673747444176,0.11436163281667837,0.8470463358970318,14.0
2025-40,0.08767250405745809,0.7591399874852932,0.37840103045122475,0.8445891899722338,18.0
2025-41,-0.2680545004493022,0.7079717305729694,-0.14350308738115322,0.711032255558348,15.0
2025-42,-0.07890021376478493,0.87384885692442,0.03666026477243121,0.7913232683550262,61.0
2025-43,-0.1814606413223782,1.0213891614496222,0.18846305333178945,1.0142641387260325,87.0
2025-44,0.17736407911757548,0.9282306115175913,-0.1267589062274696,0.976192558988343,57.0
2025-45,0.08418559298384334,0.8773379069561779,0.010200409226337779,0.9774599003237181,74.0
2025-46,-0.11671310918475002,0.7470779679278324,-0.05321584665516004,0.800632516181617,48.0
2025-47,0.11240187042292923,0.8866111424890343,0.01956052446486248,0.9127678093638054,131.0
2025-48,0.12937302771062023,0.8512954205721699,-0.1584075823314977,0.824488734738969,76.0
2025-49,0.058705312103100885,0.9666877325903966,0.001076130316671254,0.9037491524772988,81.0
2025-50,-0.0077526020072522135,0.9645092119422701,-0.09499465803249314,0.8338233393744389,99.0
2025-51,0.2377866831527087,0.9221962125465152,0.07459030895042913,0.8093279780024975,99.0
2025-52,0.2351607249099135,0.8662382089190379,-0.0432947539823163,0.8149988058388963,42.0
2026-00,-0.06072379325833842,0.882759352509418,-0.20548279705029096,0.8052467269606146,38.0
2026-01,0.053190294230262565,0.8715199675910774,0.04755279655835055,0.8831699237283942,115.0
2026-02,-0.017368853999191695,0.8373540627518316,-0.024171381146927125,1.0031910437950187,61.0
2026-03,-0.00600944754227454,0.8542471973863991,0.37539245838674035,0.8373324933854466,192.0
2026-04,-0.21755832772747874,0.8932628423568054,0.3251343377837861,0.9382616102401532,198.0
2026-05,0.003695709250937235,0.845073520903151,-0.025873563309421106,0.8337427569164402,76.0
2026-06,0.10898326701150841,0.8278437962821484,-0.04800518600180805,0.8921849821078606,120.0
2026-07,0.13920137387919432,0.9085589496045098,0.006020939322903725,0.9109879357350453,110.0
2026-08,0.12373194996609788,0.8960823412642918,-0.0029228392660787038,0.9062163505478159,141.0
2026-09,-0.032686697890001115,0.8692904334353362,0.0017419061945749192,0.8907629898443543,57.0
2026-10,-0.05212635753647677,0.8379846596498651,0.024941190297881985,0.9541426242260919,92.0
2026-11,-0.06278010733183459,0.8103318517485157,0.08011299960956375,0.9245598203893653,75.0
2026-12,0.1995902797341012,0.9199376452730662,0.4197846327909155,1.177514779532186,20.0
2026-13,-0.10538179485088149,0.8669358537227712,-0.3268747298823886,0.9596561504045623,57.0
2026-14,0.03336582472522242,1.0674682463785112,-0.15524885423087906,0.9681542347640322,47.0
2026-15,0.02196256269700211,0.9667160643628216,-0.013003685515111578,0.9063482722441244,137.0
2026-16,-0.17874523815687168,0.8808891379062789,0.05198591574331528,0.8348049574861203,65.0
2026-17,-0.15461449045603623,1.0775032201956587,-0.1077327502372509,1.0284009718311615,78.0
2026-18,0.07905038888720016,0.9542215292182333,0.15531913104552283,0.9312965063740865,35.0
